id	ER-ATH-ERR1084765	ER-ATH-ERR1084764	ER-NOD-ERR1084806	ER-NOD-ERR1084805	TN-ATH-ERR1084766	TN-ATH-ERR1084768	TN-NOD-ERR1084799	TN-NOD-ERR1084798
ENSG00000116035	3.92089	4.43274	0	0	0	2.33416	0	0
ENSG00000116039	2.0682	3.17998	0	0	0	1.67524	0	0
ENSG00000116062	1.90876	0	0	0	0	0	0	0
ENSG00000116132	1.5961	0	1.88244	0	9.64968	2.17808	0	1.9983
ENSG00000116138	0	3.13031	0	2.15283	0	0	0	0
ENSG00000116288	0	0	2.91657	2.91657	0	0	0	0
ENSG00000116299	0	0	0.531265	0	0	0	0	0
ENSG00000116337	8.60212	8.21172	6.81927	7.51009	7.12667	8.79951	6.3798	7.57784
ENSG00000116497	0	0	0	0	0	0	0	0
ENSG00000116560	0	0	0	0.677517	1.09988	0	0	0
ENSG00000116704	0	0	0	0	0	0	0	0
ENSG00000116771	0	0	0	0	0	0	0	0
ENSG00000117036	2.63149	3.15022	1.46277	3.26018	5.32569	3.24113	3.98565	1.38407
ENSG00000117245	3.28659	3.07686	5.97157	4.30568	4.37162	3.25118	3.51005	2.46468
ENSG00000117280	0	0	0	0	0	0	0	0.762319
ENSG00000117360	0	0	0	0	0	0	0	0
ENSG00000117385	0	0	0	0	0	0	0	0
ENSG00000117448	0	0	0	0	0	0	0	0
ENSG00000117461	0	0	0	0	0	0.914201	0	0
ENSG00000117507	0	0	0	0	0	3.33713	2.4495	5.50716
ENSG00000117523	0	0	0	0	0	0	0	0
ENSG00000117643	0	0	0	0	0.47297	0	0	0
ENSG00000117834	0	0	0	1.2006	0	2.67372	0	2.68843
ENSG00000117868	0	0	0	0	0	0	0	0
ENSG00000117899	1.45926	0	0	0	0	0	0	0
ENSG00000118473	2.72721	0	0	0	6.61136	2.40086	7.07134	5.37805
ENSG00000118513	0	0	0	0	0	0.579029	0	0
ENSG00000118785	0	0	0	2.06015	1.76744	3.46583	6.20835	0
ENSG00000118849	4.69472	4.31597	3.28659	6.7061	6.46234	9.59791	7.98203	6.93213
ENSG00000118855	0	0	0	0	0	0	0	0
ENSG00000119004	0	0	0	0	0	0	0	0
ENSG00000119125	0	0	0	0	0	0	0	0
ENSG00000119402	0	0	0	0	0	0	0	0
ENSG00000119403	0	0	0	0	1.36665	1.47294	0	0
ENSG00000119537	0	0	0	0	0	0.343588	0	0
ENSG00000119559	0	0	0	1.93532	0	0	0	0
ENSG00000119616	0	0	0	0	0	0	0	0
ENSG00000119661	0	0	0.925922	0	0	0	0	0
ENSG00000119705	0	0	0	2.81365	0	0	0	1.51934
ENSG00000119711	0	0	0.54739	0.796478	0.20814	1.42926	0.169738	0
ENSG00000119723	0	0	0	0	0	0	0	0
ENSG00000119729	0	0	0	0	3.24113	0	0	0
ENSG00000119820	0	0	0.406484	0.47108	0	0.329873	0	0
ENSG00000119865	0	0	2.31365	1.26674	8.56612	3.54872	0	0
ENSG00000119899	0	0	0	0	0	0	0	0
ENSG00000119900	5.96095	6.09108	5.32622	5.45775	6.37523	8.5345	7.82592	5.60064
ENSG00000119917	0	0	0	0	0	0	0	0
ENSG00000120029	0	0	0	0	0	0	0	0
ENSG00000120075	0	0	9.14118	2.95168	5.77787	0	5.48176	2.83549
ENSG00000120093	0	0	4.73311	0	5.8914	0	4.47817	2.42787
ENSG00000120158	0	0	0	0	0	0	0	0
ENSG00000120253	0	0	0	0	0	0.862429	0	0.654239
ENSG00000120314	0	0	0	0.641929	0	0	0.270333	0
ENSG00000120334	0	0	0	0.874422	0	0	0	0
ENSG00000120669	0	3.87566	3.26707	3.76363	3.91099	4.16809	2.13631	2.87914
ENSG00000120709	0	0	0	0	0	0.904711	0	0
ENSG00000120802	0	0	0	0	0	0	0	0
ENSG00000120868	0	0	0	0	0	0	0.605021	0
ENSG00000120907	0	0	0	0	0	0	0	0
ENSG00000120925	0	0	0	0	0	0	0	0
ENSG00000121310	0	0	0	0	0	0	0	0
ENSG00000121406	0	0	0	0	0.210954	0	0.166191	0
ENSG00000121570	0	0	0	0.757291	0	0.591993	1.10285	0
ENSG00000121716	0	0	0	0.614777	0.293254	0	0	0
ENSG00000121742	0	0	0	0	0	3.66911	1.89783	4.33522
ENSG00000121848	0	0	0.42152	0.770698	0.163233	0.293254	0.692684	0.341054
ENSG00000121858	0	0	0	0	0	0	0	0
ENSG00000121904	0	0	0	0	0	0	0	0
ENSG00000122026	0	0	0	0	0	0	0	0
ENSG00000122194	0	0	0	0	1.74291	0	0	1.34892
ENSG00000122203	6.51354	6.35543	4.27898	4.68023	5.35063	5.43869	5.18481	5.5215
ENSG00000122417	0	0	0	0	0.301671	0.804793	0.221369	0.23137
ENSG00000122484	0	1.34892	1.67013	0.458843	0.524157	1.11073	0.983561	0.930493
ENSG00000122592	0	0	0	2.87043	6.09711	7.55123	2.16008	6.45484
ENSG00000122696	0	0	1.45926	0	0	0	0	0
ENSG00000122705	0	0	0	1.08414	0	0	0	0
ENSG00000122741	0	0	0	0	0.696202	0	0	0
ENSG00000122882	0	0	0	0	0	0	0	0
ENSG00000123106	0	0	0	0	0	0	0	0
ENSG00000123130	0	0	0.752613	0	0	0	0.350208	0.347157
ENSG00000123154	0	2.78538	1.04357	0	0	1.64869	2.06015	0
ENSG00000123178	1.67013	0	0	0	0	0	0	0
ENSG00000123179	0	0	0	0	2.21369	0	0	2.11197
ENSG00000123219	0	0	0	0	0	0	0	1.60947
ENSG00000123352	0	0	1.81229	0	0	0	0	0
ENSG00000123358	0	0	0	0.697668	0	0	0	0
ENSG00000123416	10.1756	10.2378	9.55431	10.2742	9.28247	8.91506	9.52279	9.6688
ENSG00000123473	0	0	0	0	0	0	0	0
ENSG00000123576	0	0	0	0	5.04735	0	0.862429	2.0796
ENSG00000123610	0	0	0	0	7.26195	1.19232	3.10603	2.956
ENSG00000123636	0	0	0.485016	0.524157	0	0.280793	0	0
ENSG00000123700	0	0	0	0	0.209551	0.348318	3.39051	3.26018
ENSG00000123843	4.26846	4.15617	5.16832	0.982406	0	1.98412	2.50422	2.89541
ENSG00000124019	0	0	0	0	4.39276	3.8949	0.545347	1.56132
ENSG00000124102	0	0	0	5.83624	5.43847	9.70676	3.44019	3.39051
ENSG00000124120	0	0	0	0.711732	0	0	0	0
ENSG00000124171	0	0	0	0	0	0	0	0
ENSG00000124217	0	0	0	0	0	0.760638	0	0
ENSG00000124228	0	0	0	0	0	0	0	0.248631
ENSG00000124243	0	0	0	0	0	0	0	0
ENSG00000124260	0	0	6.75432	0	8.25119	1.19633	0.906152	1.45926
ENSG00000124429	2.751	2.63474	5.48151	5.30886	0.324	4.25873	0.696202	2.34518
ENSG00000124444	0	0	0	0	0	0	0	0
ENSG00000124532	0	0	0	0	0	0	0	0.724241
ENSG00000124574	0	0	4.47817	2.0959	0	1.80765	1.63136	0
ENSG00000124608	0	0	0	0	0.329873	0	0	0
ENSG00000124678	0	0	0	0	0	0	1.47294	0
ENSG00000124766	3.3495	3.44827	2.27724	2.87914	5.09387	2.76031	4.00907	4.47817
ENSG00000124831	0	0	0	0	0	0	0	0
ENSG00000124875	0	0	0	0	0	0	2.02497	0
ENSG00000124882	1.34892	2.0545	6.67817	5.93217	2.44368	0.982406	4.53419	0.204553
ENSG00000125124	1.18977	0	0	0	0	0	0	0
ENSG00000125166	3.57972	3.31963	1.95543	2.83026	2.69435	1.93232	2.0682	1.19232
ENSG00000125347	0	0	0	0	0	0	0	0
ENSG00000125354	0	2.00015	0	0	0	0	0	0
ENSG00000125363	3.62221	3.05386	0	0	1.73624	0	1.62211	0
ENSG00000125388	0	0	0	0	0	0	0	0
ENSG00000125462	0	0	0.58902	0	0	0.403727	0	0
ENSG00000125611	0	1.88244	0	0.939114	0	0	0.34285	0
ENSG00000125730	0	3.12294	0	0	0	0	0	0
ENSG00000125845	2.04004	0	2.68843	3.15428	4.85846	5.36532	0.96777	3.47903
ENSG00000125875	0	1.56676	0	0	0	0	0	0
ENSG00000126067	0	0	0	0	0	0	0	0
ENSG00000126070	1.04357	0	0.777243	0.446822	0.161579	0.248631	0.107025	0
ENSG00000126217	0	0	1.45806	0	0	0	0	0
ENSG00000126550	0	0	0	0	0	0.552318	0.296034	0
ENSG00000126562	0	0	0	0	0	0	0	0
ENSG00000126653	0	0	0	0	0	0	0	0
ENSG00000126768	0	0	0	0	1.90876	0	0	0
ENSG00000126785	0	0	0	0	5.23223	0	3.22191	3.16235
ENSG00000126952	3.74273	4.24378	2.08799	0	2.95168	0	0	0
ENSG00000126953	2.58046	2.73577	2.52843	2.19376	4.19314	1.61962	2.42118	1.9133
ENSG00000127054	1.70365	0	0	0	0	0	0	0
ENSG00000127445	0	0	0	0	0	0	0	0
ENSG00000127483	0	0	0	0	0	0.516555	0	0
ENSG00000127507	0	0	0	0	0	0.641929	0	0
ENSG00000127526	0	0	0.57577	0.823896	0.223334	0	0.524157	0
ENSG00000127603	0	0	0	0.629691	0	0	0	0
ENSG00000127804	0	0	0	0	0	0	0	0
ENSG00000127824	0	0	0	0	0	0	2.63474	0.621429
ENSG00000128266	0	0	0	0	0	0	1.79665	0
ENSG00000128309	0	0	0	0	0	0	0.163233	0
ENSG00000128335	0	0	0	0	0	0	0	0
ENSG00000128383	0	0	0	0	0	0	0	0
ENSG00000128422	0	0	0	0	0	0	2.1405	0
ENSG00000128710	0	0	0	1.83782	5.95187	1.26674	0	0
ENSG00000128713	0	0	0	0	7.54758	1.84682	2.62064	4.30568
ENSG00000128714	0	0	0	0	8.11535	3.67658	0	6.61157
ENSG00000128739	0	0	0	0	0	0	0	1.29126
ENSG00000128805	0	0	0	2.03318	1.89281	3.23504	3.3495	2.27056
ENSG00000128928	0	0	0	0	0	0	0	0
ENSG00000128989	0	0	0.55807	0	0	0	0	0.169738
ENSG00000129197	0	0	0.808013	0	0	0	0	0
ENSG00000129255	0	0	0	0	2.65914	0	0	2.41001
ENSG00000129451	0	0	0	0	0	0	0	0
ENSG00000129465	4.19314	4.30165	7.11827	6.20845	2.16505	4.53419	3.25515	5.80486
ENSG00000129480	0	1.98854	0	0	0.639387	0	0	0
ENSG00000129514	2.83549	2.69435	3.07686	2.68039	0	0	0.760638	0.710736
ENSG00000129595	0	0	0	0	0	0.782118	0	0
ENSG00000129667	0	0	0	0	0	0	0	0
ENSG00000129990	0	0	0	0	0.353889	0	0.30635	0
ENSG00000130052	0	0	2.23433	0	2.62064	0	0	0
ENSG00000130158	0	0	0	0	0	0	0	0.360766
ENSG00000130164	0	0	0	0.570411	0	0	0	0
ENSG00000130234	3.09173	0	0	3.51005	0	5.29496	6.09287	5.84009
ENSG00000130244	0	0	0	0	0	0.49151	0	0.267169
ENSG00000130254	0	0	0	0	2.06015	0	0	1.76744
ENSG00000130299	0	0	0	0	0	0	0	0
ENSG00000130304	0	0	0	0	0	0	0	0
ENSG00000130307	0	0	0	0	0	0	0	0
ENSG00000130332	0	0	0	0	0	2.26093	0	0
ENSG00000130363	1.15537	1.44027	0	0	0	0	0	0
ENSG00000130413	0	0	0	0.591993	0	0	0	0
ENSG00000130429	0	0	0	0	0	0	0	0
ENSG00000130529	2.06015	0	0	0	0	2.09908	0	0.696202
ENSG00000130561	0	0	0	0	0	0	0.198726	0
ENSG00000130592	0	0	0	3.31963	3.63495	3.11453	4.89632	1.16334
ENSG00000130669	0	1.49531	0	0	0	0	0	0
ENSG00000130702	0	0	0	0	0.833476	0	0	0
ENSG00000130703	0	0	0	0	0.988285	0	0	0
ENSG00000130713	0	0	0	0	1.53795	0	0	0
ENSG00000130741	0	0	0	0	0.617084	0	0	0
ENSG00000130772	0	0	0	0	0	0	0	0
ENSG00000130779	0	0	0	0	0	0	0	0
ENSG00000130812	4.53419	0	4.79017	4.38406	0	3.83876	3.13693	3.66911
ENSG00000130813	6.28631	6.04763	7.33795	7.3139	5.89211	6.64482	5.31714	5.81072
ENSG00000130921	0	0	1.61201	2.24826	0.348318	0	0.970427	0
ENSG00000130939	1.87502	0	0	0	0	0	0	0
ENSG00000130940	5.23809	5.71396	3.85765	5.25227	0	3.04761	4.7156	4.75665
ENSG00000130988	3.33713	3.32562	3.13031	1.71823	6.18448	6.10727	6.22735	2.85387
ENSG00000131080	2.08298	1.87094	5.802	0	4.42411	3.10603	0	3.28212
ENSG00000131174	0	0	0	0	0	0	0	0
ENSG00000131242	0	0	0	0	0	0	0	0
ENSG00000131437	0	0	0	0	0	0	0	0
ENSG00000131462	0	3.45462	0	2.56084	2.29856	0	0	1.17985
ENSG00000131626	0	0	2.61213	0	0	0	0	0
ENSG00000131795	1.28308	0	0	0	0	0	0	0
ENSG00000132024	0	0	0	0	0	0	0	0
ENSG00000132153	0	0	3.54872	0	0	0	0.884226	0
ENSG00000132196	0	0	0	0	0	0	0	0
ENSG00000132274	3.51005	3.62221	2.87043	0	0	0	0	0
ENSG00000132297	0	0	0.939114	0	0.748262	0	0	0
ENSG00000132326	0	0	0.520854	0	0	1.04357	0.156686	0.732966
ENSG00000132330	0	0	0	0	0	0	0	0
ENSG00000132498	0	0	0	0	0	0	0	0
ENSG00000132561	0	0	1.06549	0	0.816965	0	0	0
ENSG00000132570	0	2.56084	0	0	0	0	1.09988	0
ENSG00000132680	0	1.63922	0	0	0	0	0	0
ENSG00000132793	0	0	0	0	0	0	0	0.218567
ENSG00000132840	0	0	0	0	0	0	0	0
ENSG00000132874	0	0	2.07763	0.970427	0	1.78839	0	0.692684
ENSG00000132915	1.69302	0	0	0	0.593244	1.10674	0.175546	0.593244
ENSG00000132967	0	0	0	0	0	0	1.81947	0
ENSG00000132975	0	1.59218	0	0	0	6.90556	1.52575	6.29869
ENSG00000133056	0	0	0	0	0	0	0	0
ENSG00000133059	0	0	0	0	0	0	0	0
ENSG00000133114	1.89281	0	0	0	0	0.47297	0	0
ENSG00000133131	2.78538	2.87043	3.60113	2.76031	2.82021	3.09173	2.22607	1.94357
ENSG00000133138	3.32562	3.88525	3.90237	2.98178	2.35162	3.09783	2.87914	3.42465
ENSG00000133247	0	0	0	0	0	0	0	0
ENSG00000133460	0	0	0	0	0	0	0	0.42152
ENSG00000133466	0	0	0	0	0	1.09393	0	0
ENSG00000133488	0	0	0	0	0	0	0	0
ENSG00000133627	0	0	0	0	0.20598	0	0	0
ENSG00000133789	0	0	0	0	0	0	0	0
ENSG00000133805	4.8126	5.08432	2.72721	2.62064	0.752613	2.92558	2.85387	2.84559
ENSG00000133812	0	0	0.906152	0	0	0	0	0
ENSG00000133816	5.22343	5.27684	3.15428	5.3166	4.1423	4.19314	5.95604	5.01794
ENSG00000133884	0	1.5961	0	0.516555	0	0.380206	0	0
ENSG00000133980	1.60238	1.84682	0	0.710736	0	7.15138	0	1.95543
ENSG00000133983	7.08262	6.76816	6.69717	7.20432	7.6622	6.06868	6.62602	6.20641
ENSG00000134061	1.73624	0	0	0	0	5.11739	4.55808	4.89632
ENSG00000134086	0	1.78839	0	0	0	0	0	0
ENSG00000134146	1.60947	0	0	2.54509	0	0	0	0
ENSG00000134184	4.85846	0	7.6762	2.09258	5.63729	2.99146	0	6.35069
ENSG00000134201	0	0	0	0	0	0	0	0
ENSG00000134202	0	0	0	0	0	0	0	0
ENSG00000134248	2.47895	2.68843	1.71823	1.58312	0.855816	2.30869	2.29856	1.84195
ENSG00000134265	0	0	0	0	0	0.52676	0	0
ENSG00000134283	0	0	0	1.18306	0	0	1.18306	0
ENSG00000134285	0	0	0	0	0	0	0	0
ENSG00000134324	0	0	0	0	0	0	1.85152	0
ENSG00000134375	0	0	0	0	0.68707	0	0	0
ENSG00000134461	0	0	0	0	0	0	0	0
ENSG00000134539	0	0	0	0	0	0.634032	0	0
ENSG00000134548	2.14381	3.55676	3.19737	3.44827	5.21499	3.47903	3.47903	3.13693
ENSG00000134697	0	0	0	0	0	0	0	0
ENSG00000134717	0	2.13631	0.96777	0	3.47903	0	1.51278	0
ENSG00000134757	0	1.52575	0	0	0	0	0.690892	0
ENSG00000134762	0	0	0	0	0.159915	0.545347	1.49531	0
ENSG00000134873	0	0	0	0	4.01367	4.00907	2.19376	5.98154
ENSG00000134874	0	0	0	0	0	0.418854	0.171474	0
ENSG00000134882	0	0	0	0	0	0	0	0
ENSG00000134897	0	0	0	0	0	0	0	0
ENSG00000134986	0	0	0	0	0	0	0	0
ENSG00000135077	0	0	0	0	0	0	0	0
ENSG00000135093	3.39051	3.71164	1.56132	1.84682	0	0.554976	0.933818	2.21895
ENSG00000135119	0	0	0	0	0	0	0	0
ENSG00000135124	0	0	0.887698	0.58902	0	0	0.811253	0
ENSG00000135269	0	0	0	0	0	0	0	0
ENSG00000135378	0	0	0	0.782118	0	0	0	0
ENSG00000135390	0	0	1.80765	0	0	0	0	0
ENSG00000135424	0	0	0	0	2.33076	0	0	0
ENSG00000135452	0	0	0	0	0	0	0	0
ENSG00000135480	0	0	0	0	0	0	0.777243	0.718535
ENSG00000135541	0	0	0	0	0	0	0	0
ENSG00000135637	0	0	0	1.12985	0.869798	0	0	0
ENSG00000135720	9.70915	9.5239	7.27072	8.72652	9.38046	8.3377	8.82747	8.41457
ENSG00000135747	0	0	0	0	0	0.699019	0	0
ENSG00000135778	0	0	0	0	0	0	0	0
ENSG00000135903	2.0796	0	3.00675	0	6.99691	0	0	7.03791
ENSG00000135917	0	0	0	0	0	2.01389	0	0
ENSG00000135956	0	0	0	0	0	0	0	0
ENSG00000135966	2.50422	3.28212	0.798963	2.128	1.12676	1.24443	1.28308	2.01389
ENSG00000135968	0	0	0	0	0	0	0	0
ENSG00000135976	0	0	0	0	0	0	0.649551	0
ENSG00000136002	0	0	0	0.862429	0	0	0	0
ENSG00000136051	0	0	0	0	0	0	0.406484	0
ENSG00000136155	2.33416	0	0.936763	1.57943	0	7.12507	0	0.351295
ENSG00000136169	0	0	2.72165	0	0	0	0	0
ENSG00000136231	0	0	0	0	0	0	0	0
ENSG00000136243	0	0	0	0	0	0	0	0
ENSG00000136319	0	0	0	0	0	0	0	0.53618
ENSG00000136381	1.44027	0	0.602227	0	0	0	0	0
ENSG00000136634	0	0	0	0	0	0	0.831231	0
ENSG00000136682	0	0	0	0	0	0	0	0
ENSG00000136731	1.22602	1.37782	0	0.565562	0.156686	0	0	0
ENSG00000136819	0	0	1.20507	0	0	0	0	0
ENSG00000136868	0	1.60947	0	0	0	0	0	0
ENSG00000136944	0	0	0	0	0	0	0	0
ENSG00000137033	1.74291	0	0	0.829654	5.56153	2.37331	3.60113	3.05386
ENSG00000137171	0	0	0	0	0	0	0	0
ENSG00000137270	2.46989	2.42118	0.811253	2.14381	5.83215	2.31365	0.480789	1.92344
ENSG00000137364	0	0	0	0	0	1.56676	0	0
ENSG00000137413	1.60572	0	0.49151	0.715126	0	0	0.61062	0.102086
ENSG00000137497	0	0	0.718535	3.66911	0.877387	0.76433	2.01748	2.7899
ENSG00000137500	2.18276	0	0	0.651781	0	0	1.04357	0
ENSG00000137501	0	3.54872	0	0	0	0	0	0
ENSG00000137642	0	0	0	0	0.760638	0	0	0
ENSG00000137747	0	0	0	0	0	0	0.53618	0
ENSG00000137809	0	4.07017	0.842667	1.13824	4.89632	2.00452	2.68039	3.90237
ENSG00000137814	0	0	0	0	0.618234	0	0	0
ENSG00000137818	0	0	0	0	0	0	0	0
ENSG00000137822	0	0	0.629691	0.632597	0	0	0	0
ENSG00000137871	0	0	0	0	0	0.792319	0	0
ENSG00000137996	0	0	0	0	0	0	0	0
ENSG00000138028	0	2.33994	0	0	0	0	0	0
ENSG00000138032	0	0	0	0	0	0	0	0
ENSG00000138035	0	2.80432	0	0	1.76173	1.48196	0.775509	1.9679
ENSG00000138131	2.98661	4.39276	0	1.64869	0.360233	5.10528	3.96883	0
ENSG00000138152	0	0	1.15537	4.08149	3.18633	0	2.17088	1.51278
ENSG00000138162	0	0	0	0	1.41821	0	1.2006	0
ENSG00000138326	0	0	0	0	0	0	0	0
ENSG00000138435	0	0	2.22607	0	0.979562	0	0	0.757291
ENSG00000138443	0	0	0	0	0	0	0	0
ENSG00000138468	0	3.86985	0	0	0	0	0	3.59048
ENSG00000138587	0	0	0	0	0	0	0	0
ENSG00000138593	3.33084	4.19314	0	2.60392	0	0	2.08298	2.00452
ENSG00000138604	0	0	0	0	1.73259	0	0	0
ENSG00000138757	0	0	0	0	0	0	0	0
ENSG00000138760	0	0	0	0	0	0	0	0
ENSG00000139117	2.09258	0	4.58921	1.67858	7.22792	3.26707	0	1.11772
ENSG00000139154	0	0	0	2.18276	0	0	0	0
ENSG00000139160	0	0	0	0	0	0	0	0
ENSG00000139178	0	0	0	0	0	0	0	0
ENSG00000139218	0	0	0	1.47771	0	0	0	0
ENSG00000139266	0	0	0	0	1.67858	0	0	0
ENSG00000139344	0	0	2.28838	0	0	2.73577	4.37162	0
ENSG00000139433	0	0	0	0	0.710736	0	0	0
ENSG00000139547	0	0	0	0	0	0	0	0
ENSG00000139719	0	2.06015	0.601075	0.960728	0	0	0.597716	0.20814
ENSG00000139722	0	0	0	0	0	0	0	0
ENSG00000139726	0	0	0.80968	0	0	0	0	0
ENSG00000139974	0	0	2.6393	0	0	0	0	0
ENSG00000140025	0	0	0	2.25559	0	0	0	0
ENSG00000140264	0	0	0	0	0	0	0	0
ENSG00000140265	0	0	0	0.602227	0	0	0	0
ENSG00000140279	0	0	0	0	0	0	0.107814	0.408966
ENSG00000140443	8.20204	8.83035	9.15542	7.31445	4.54293	6.10135	5.88045	8.23278
ENSG00000140451	0	0	0	0	0	0.906152	0	1.18306
ENSG00000140459	0	0	0	2.1405	5.13203	6.8501	5.02598	2.82021
ENSG00000140464	0	0	0	0	0	0	0	0
ENSG00000140557	0	0	0	0	6.20211	0	1.49002	3.95509
ENSG00000140612	0	0	0	0	0	0.285581	0	0.84896
ENSG00000140632	0	0	0	0	1.61201	0	0	0
ENSG00000141141	0	1.45926	0	0	0.187515	0	0	0
ENSG00000141150	0	0	0	0	0	0	0	0
ENSG00000141252	0	0	0.47108	0	0	0	0.10865	0.213028
ENSG00000141279	0	0	0	0	0	0	0	0
ENSG00000141298	0	0	0	0	0	0	0	0
ENSG00000141446	0	0	0	0	0	0	1.94357	0
ENSG00000141485	1.23317	0	0	0	0	0	0	0
ENSG00000141526	0	0	0	0	0	0	0	0
ENSG00000141543	2.48589	1.81947	1.84682	1.67013	0	0	0.724241	0
ENSG00000141562	0	0	0	0	0.697668	0	0	0
ENSG00000141665	0	0	0	0	0.907628	0	0	0
ENSG00000141750	0	0	0	0	0	0	0	0
ENSG00000141933	0	2.35812	0	0	0	0	0.418854	0
ENSG00000141959	0	0	0	0	0	0	0	0
ENSG00000142002	0	0	0.955312	0	0	0	0	0
ENSG00000142319	0	0	0	0	0	0	0	0
ENSG00000142405	0	0	0	0	0	0	0	0
ENSG00000142459	0	0	0	0	0	0	0	0
ENSG00000142599	3.04299	3.14522	2.77781	2.68843	3.02026	0.710736	2.20837	2.19376
ENSG00000142609	0	0	0	0	0	0	0	0
ENSG00000142686	0	0	0	0	0	0	0	0
ENSG00000142687	0	0	0	0	0	0	0	0
ENSG00000142765	0	0	0	0.936763	0	0	0	0.897448
ENSG00000142910	0	0	0	0	0	0	0	0
ENSG00000142949	0	0	0	0	0	0	0	0
ENSG00000143028	0	0	0	2.73577	5.33682	2.35812	0.712685	2.84201
ENSG00000143127	0	0	0	0	0	0	0	0
ENSG00000143194	0	0	0	0	3.15022	0	0	0
ENSG00000143222	0	0	0	0	1.64869	0	0	0
ENSG00000143257	2.2663	0	0	0	0	0	0	0
ENSG00000143319	0	1.86634	0	0	0	0	0.711732	0
ENSG00000143337	0	0	0	0	0.570411	0	0	0
ENSG00000143367	0	0	0	0	0	0	0	0
ENSG00000143374	0	0	0	0	0.794013	0	0	0
ENSG00000143398	8.11298	7.91311	7.06789	7.43452	6.41912	6.84387	7.88882	7.43177
ENSG00000143420	2.59213	0	0	0	0	0	0	0
ENSG00000143429	0	0	1.74291	0	1.23317	2.82708	1.12676	0
ENSG00000143458	0	0	0.450442	0	0	0	0	0
ENSG00000143494	0	0	0	0	0	0	0	0
ENSG00000143556	0	0	6.40538	9.57638	0	4.23076	6.99972	0
ENSG00000143569	0	0	0	0	0	0	0	0
ENSG00000143632	3.65412	6.63136	1.69302	5.01675	0	1.37782	5.01622	2.83026
ENSG00000143748	0	0	0	0	0	0	0	1.17688
ENSG00000143842	0	0	0	0	0	0	0	0
ENSG00000143947	10.0453	9.9726	9.99719	10.267	11.482	10.7665	9.75804	11.4098
ENSG00000143951	2.32354	3.01106	2.27056	1.78209	2.41001	2.88595	1.55853	2.29856
ENSG00000144029	0	0	0	0	0	0	0	0
ENSG00000144048	0	0	0	0	0	0	0	0
ENSG00000144061	0	0	0	0	0.336252	0	0	0
ENSG00000144134	0	0	0	0	0	0	0	0
ENSG00000144182	0	0	0	0	0	0	0	0
ENSG00000144306	3.16235	4.06432	1.92344	0	0	1.60572	0	0
ENSG00000144357	0	0	0	0	0.341054	0	0	0
ENSG00000144381	0	2.09908	0	0	2.70051	0	0	0
ENSG00000144395	0	0	0	0	0	0	0	0
ENSG00000144401	2.22317	2.79279	2.57383	2.33076	0	2.71649	1.5961	1.20836
ENSG00000144406	0	1.9796	0	0	0	0.696202	0	0
ENSG00000144407	0	0	0.864518	1.34892	1.84682	1.90876	0.557601	2.93173
ENSG00000144455	0	0	0	0	0	0	0	0
ENSG00000144504	0	0	0.641929	0	0	0	0	0
ENSG00000144524	0	0	0	0	0	0	0	0
ENSG00000144642	0	0	0	0	4.57929	0	0	0.614777
ENSG00000144644	0	0	0	0	0	0	0	0
ENSG00000144645	0	0	0.446822	0	0.480789	0	0	0
ENSG00000144713	0	3.47259	0	0	0	0	2.03671	1.9796
ENSG00000144810	1.57943	0	0	0	0	2.68039	2.31616	0.936763
ENSG00000144824	0	0	0.570411	0	0	0	0	0
ENSG00000145012	0	0	2.37331	0.450442	0.136515	1.26162	0.403727	0.520854
ENSG00000145029	0	0	0	0	0	0.718535	0	0
ENSG00000145284	0	0	0	0	0	0.869798	0.683104	0.66228
ENSG00000145348	0	0	0	0	0	0	0	0.0891984
ENSG00000145390	0	0	0	2.72721	0	0	0	0
ENSG00000145476	2.30869	2.64521	1.53259	1.87502	0.408966	2.47895	1.41821	1.52575
ENSG00000145604	0	0	0	0	0	0	0	0.299179
ENSG00000145623	0	0	0.548606	0	0.61062	0	0	0
ENSG00000145687	0	0	3.48983	2.50422	0	0	0	0
ENSG00000145725	0	0	0.392202	0.480789	0	0	0.0268889	0.0496791
ENSG00000145736	0	0	0	0	0	0	0	0
ENSG00000145817	0	0	0	0	0.788196	0	0	0
ENSG00000145868	0	0	0	0	0	0	0	0
ENSG00000145936	0	0	0	0	0	0	0	0
ENSG00000146006	2.01389	0	2.60919	0.54739	3.87566	1.49002	0.159915	1.44027
ENSG00000146070	3.47903	3.24113	3.46583	0	4.28801	3.67886	5.69776	0
ENSG00000146223	0	2.36074	0.96232	0	0.960728	0.816965	0	0
ENSG00000146350	0	0	0	0	1.60238	0	0	0
ENSG00000146373	0	0	0.408966	3.55676	1.81229	3.19737	4.30568	2.05009
ENSG00000146374	2.24337	0	0	0	5.6863	1.17112	0	1.54305
ENSG00000146425	0	0	0	0	0.602227	0	0	0
ENSG00000146477	0	0	0	0	6.01357	0	0	1.10285
ENSG00000146733	0	0	0	0	0	0	0	0
ENSG00000146842	0	0	0.68707	0	0	0	0	0
ENSG00000146966	0	0	0	0	0	0.896765	0	0.30635
ENSG00000147174	0	0	0	0	0	0	0	0.336252
ENSG00000147206	0	0	0	0	3.47259	0	0	0
ENSG00000147381	2.64521	0	0	0	8.95406	0	7.29605	4.68023
ENSG00000147536	0	1.75853	0	0	0	0	0	0.811253
ENSG00000147647	1.95051	3.98565	0	0	5.19185	2.97869	0	1.74291
